Column1,affiliation_id,nama_pt,jml_dokumen_institusi,jml_dokumen_afiliasi_only,jml_author,asal_kota_pt,provinsi_pt,flag,date_in,date_up,user_in,user_up,is_deleted
354,60104629,"
University Muhammadiyah Aceh
",40,40,33,Aceh,Aceh,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
176,60107282,"
Universitas Teuku Umar
",210,210,187,Meulaboh,Aceh,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
70,60106585,"
Universitas Malikussaleh
",724,724,455,Aceh Utara,Aceh,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
14,60069406,"
Universitas Syiah Kuala
",6200,5961,4014,Banda Aceh,Aceh,1,4/9/2023 11:43,4/9/2023 11:47,root,root,0
124,60107288,"
Universitas Islam Negeri Ar-Raniry
",365,365,293,Banda Aceh,Aceh,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
335,60105308,"
Universitas Ubudiyah Indonesia
",49,49,24,Banda Aceh,Aceh,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
143,60109761,"
Politeknik Negeri Lhokseumawe
",295,295,238,Lhokseumawe,Aceh,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
20,60069391,"
Universitas Udayana
",3884,3884,2897,Bali,Bali,1,4/9/2023 11:43,4/9/2023 11:47,root,root,0
69,60105231,"
Universitas Pendidikan Ganesha
",743,743,525,Bali,Bali,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
444,60070700,"
Gondol Research Station for Coastal Fisheries, Bali
",11,11,4,Bali,Bali,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
126,60121476,"
Universitas Warmadewa
",350,350,270,Denpasar,Bali,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
202,60107349,"
STIKOM Bali
",160,160,111,Denpasar,Bali,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
217,60109937,"
Universitas Mahasaraswati Denpasar
",141,141,126,Denpasar,Bali,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
298,60241999,"
Universitas Pendidikan Nasional
",71,71,66,Denpasar,Bali,1,4/9/2023 11:44,4/9/2023 11:54,root,root,0
304,60120853,"
People & Nature Consulting International
",65,65,2,Denpasar,Bali,1,4/9/2023 11:44,4/9/2023 11:54,root,root,0
320,60196814,"
Universitas Hindu Indonesia Denpasar
",55,55,42,Denpasar,Bali,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
433,60112791,"
Institut Keguruan Dan Ilmu Pendidikan PGRI Bali
",14,14,10,Denpasar,Bali,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
479,60077698,"
Yayasan Bumi Sehat
",4,4,5,Ubud,Bali,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
123,60112586,"
Universitas Bangka Belitung
",367,367,294,Kabupaten Bangka,Bangka-Belitung,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
368,60110158,"
ISB Atma Luhur
",36,36,43,Pangkal Pinang,Bangka-Belitung,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
376,60110254,"
Politeknik Manufaktur Negeri Bangka Belitung
",33,33,26,Sungailiat,Bangka-Belitung,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
50,60109646,"
Universitas Sultan Ageng Tirtayasa
",1151,1151,851,Serang,Banten,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
203,60077696,"
Institut Teknologi Indonesia
",159,159,89,Serpong Tanggerang,Banten,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
214,60109308,"
Universitas Pembangunan Jaya
",143,143,71,South Tangerang,Banten,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
49,60070441,"
Universitas Pelita Harapan
",1198,1186,825,Tangerang,Banten,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
120,60106644,"
Universitas Multimedia Nusantara
",375,375,271,Tangerang,Banten,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
197,60111719,"
Universitas Raharja
",171,171,149,Tangerang,Banten,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
418,60122044,"
Universitas Buddhi Dharma
",19,19,16,Tangerang,Banten,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
486,60170253,"
STMIK Muhammadiyah Banten
",4,4,4,Tangerang,Banten,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
269,60114639,"
Universitas Islam Negeri UIN Fatmawati Sukarno
",86,86,58,Bengkulu,Bengkulu,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
331,60273166,"
Universitas Dehasen Bengkulu
",50,50,39,Bengkulu,Bengkulu,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
407,60110722,"
Universitas Prof. Dr. Hazairin SH. Bengkulu
",24,24,10,Bengkulu,Bengkulu,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
51,60069410,"
Bengkulu University
",1147,1147,879,Bengkulu City,Bengkulu,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
85,60105011,"
State University of Gorontalo
",585,585,474,Gorontalo,Gorontalo,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
326,60117283,"
Universitas Muhammadiyah Gorontalo
",52,52,37,Gorontalo,Gorontalo,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
8,60069394,"
Lembaga Ilmu Pengetahuan Indonesia
",9757,9757,1852,Central Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:47,root,root,0
19,60069378,"
Universitas Indonesia, RSUPN Dr. Cipto Mangunkusumo
",3899,3899,2265,Central Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:47,root,root,0
22,60273350,"
Badan Riset dan Inovasi Nasional
",18034,3576,3723,Central Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:47,root,root,0
32,60089122,"
Badan Tenaga Nuklir Nasional Indonesia
",2227,2227,1051,Central Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:47,root,root,0
39,60069407,"
Badan Pengkajian dan Penerapan Teknologi
",1735,1735,738,Central Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
57,60273477,"
Lembaga Penerbangan dan Antariksa Nasional
",1050,1050,371,Central Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
152,60121697,"
YARSI University
",284,277,177,Central Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
239,60108386,"
Universitas Persada Indonesia YAI Jakarta, Indonesia
",111,111,66,Central Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
260,60273365,"
Organisasi Riset Ilmu Pengetahuan Hayati
",94,94,83,Central Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
266,60121698,"
Faculty of Medicine, YARSI University
",86,86,23,Central Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
328,60273362,"
Organisasi Riset Tenaga Nuklir
",2278,52,68,Central Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
351,60273354,"
Organisasi Riset Penerbangan dan Antariksa
",1090,42,37,Central Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
420,60273386,"
Organisasi Riset Ilmu Pengetahuan Kebumian
",19,19,11,Central Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
474,60273412,"
Organisasi Riset Pengkajian dan Penerapan Teknologi
",1740,5,12,Central Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
498,60273411,"
Organisasi Riset Ilmu Pengetahuan Sosial dan Humaniora
",2,2,1,Central Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
167,60196806,"
RSUP Persahabatan
",233,233,72,East Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
213,60275757,"
Darma Persada University
",143,143,83,East Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
362,60109469,"
Universitas Borobudur
",37,37,18,East Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
13,60103610,"
Bina Nusantara University
",8232,8232,6694,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:47,root,root,0
40,60069400,"
Universitas Trisakti
",1498,1498,1122,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
43,60106037,"
Universitas Islam Negeri Syarif Hidayatullah Jakarta
",1442,1442,1116,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
53,60108869,"
Universitas Mercu Buana
",1140,1140,733,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
55,60069414,"
Universitas Katolik Indonesia Atma Jaya
",1123,1123,639,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
56,60069386,"
Ministry of Health, Republic of Indonesia
",1683,1121,577,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
72,60069415,"
Tarumanagara University
",684,684,547,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
73,60070443,"
Pertamina, Jakarta
",663,663,426,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
77,60069387,"
Badan Penelitian Dan Pengembangan Kesehatan, Kementerian Kesehatan Republik Indonesia
",651,651,351,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
80,60069395,"
Eijkman Institute for Molecular Biology
",637,637,115,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
82,60087553,"
Indonesian Agency for Agricultural Research and Development
",910,623,213,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
90,60069402,"
U.S. Naval Medical Research Unit No. 2, Jakarta
",529,529,257,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
93,60069436,"
Ministry of Agriculture, Indonesia
",508,508,297,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
95,60110657,"
PT Perusahaan Listrik Negara Persero
",492,492,387,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
103,60089137,"
Universitas Terbuka
",428,428,275,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
107,60103824,"
Universitas Kristen Indonesia
",416,416,273,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
113,60104064,"
Universitas Nasional
",393,393,200,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
119,60109118,"
Universitas Budi Luhur
",377,377,243,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
121,60087598,"
Universitas Pancasila
",374,374,254,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
134,60105182,"
Politeknik Negeri Jakarta
",314,314,263,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
137,60275158,"
Universitas Esa Unggul
",308,308,226,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
142,60109077,"
Universitas Pembangunan Nasional Veteran Jakarta
",296,296,289,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
157,60111797,"
Universitas Al Azhar Indonesia
",265,265,219,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
158,60104399,"
Universitas Bakrie
",265,265,111,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
184,60070436,"
Ministry of Public Works, Jakarta
",193,193,110,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
191,60087549,"
Bank Indonesia
",179,179,112,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
196,60108124,"
Universitas Indraprasta PGRI
",172,172,187,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
216,60110542,"
Sekolah Tinggi Ilmu Statistik
",143,143,77,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
232,60070435,"
The World Bank, Indonesia
",119,119,54,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
237,60087600,"
WWF-Indonesia
",114,114,102,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
240,60087593,"
PT Freeport Indonesia
",111,111,82,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
286,60069426,"
SMERU Research Institute
",77,77,33,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:54,root,root,0
305,60117181,"
Sekolah Tinggi Teknik - PLN
",65,65,42,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:54,root,root,0
309,60069428,"
Caltex Pacific Indonesia
",62,62,67,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:54,root,root,0
316,60069440,"
World Health Organization, Indonesia
",59,59,31,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
332,60110786,"
Kementerian Riset Teknologi Dan Pendidikan Tinggi Republik Indonesia
",50,50,10,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
342,60110770,"
Universitas Prof. Dr. Moestopo, Beragama
",46,46,29,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
344,60108702,"
Institut Sains dan Teknologi Nasional
",45,45,17,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
345,60087585,"
Badan Meteorologi dan Geofisika
",45,45,30,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
349,60070693,"
USAID, Indonesia
",43,43,28,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
355,60087573,"
Food and Agriculture Organization of the United Nations, Indonesia
",39,39,25,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
356,60070442,"
National Development Planning Agency, Jakarta
",39,39,26,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
360,60070437,"
IRD ex ORSTOM, Jakarta
",38,38,6,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
370,60113152,"
Polytechnic STMI Jakarta
",35,35,40,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
396,60087592,"
PT Badak NGL
",27,27,24,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
397,60112424,"
PT Kalbe Farma Tbk.
",107,27,22,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
402,60087590,"
Laboratorium Klinik Prodia, Jakarta
",25,25,12,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
414,60070440,"
Atlantic Richfield Indonesia Inc
",20,20,27,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
421,60109279,"
STIE Muhammadiyah Jakarta
",19,19,9,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
424,60087589,"
Rumah Sakit Pantai Indah Kapuk
",18,18,4,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
426,60087570,"
ENI Indonesia Ltd
",16,16,26,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
427,60109429,"
Poltekkes Kemenkes Jakarta II
",16,16,15,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
432,60087587,"
Badan Pengawas Obat dan Makanan
",15,15,9,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
436,60109076,"
STMIK JAKARTA STI & K
",14,14,5,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
445,60105183,"
Universitas Islam Jakarta
",11,11,10,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
446,60087583,"
Japan International Cooperation Agency, Indonesia
",11,11,7,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
459,60087547,"
Departemen Kehutanan Republik Indonesia
",114,8,0,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
462,60087571,"
Fish Health Research Laboratory, Jakarta
",7,7,1,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
469,60089135,"
Regional Science Bureau for Asia and the Pacific, Indonesia
",6,6,0,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
473,60111293,"
Repsol, Indonesia
",5,5,6,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
478,60105962,"
Ciputra Group
",178,4,1,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
481,60070710,"
LASMO Runtu Ltd.
",4,4,0,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
482,60087581,"
PPM Institute of Management
",4,4,1,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
484,60109711,"
Sekolah Tinggi Ilmu Ekonomi Ahmad Dahlan Jakarta
",4,4,2,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
488,60070702,"
Budhi Asih General Hospital
",3,3,3,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
489,60087577,"
Himpunan Masyarakat Nuklir Indonesia
",3,3,0,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
493,60077709,"
World Food Program, Indonesia
",3,3,2,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
495,60087550,"
BHP Billiton Limited, Indonesia
",2,2,1,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
496,60087586,"
Kementerian Negara Lingkungan Hidup, Republik Indonesia
",107,2,1,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
497,60077701,"
PT Japfa Comfeed Indonesia Tbk, Jakarta
",2,2,1,Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
279,60112423,"
Kalbis Institute
",80,80,36,Jakarta Timur,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:54,root,root,0
273,60069409,"
Research Center of Maju Makmur Mandiri Foundation
",82,82,8,Kembangan,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:54,root,root,0
262,60111309,"
Universitas Paramadina
",88,88,49,Mampang,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
27,60105171,"
Universitas Negeri Jakarta
",2713,2713,1964,Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:47,root,root,0
347,60196807,"
RSPI Prof. Dr. Sulianti Saroso
",44,44,42,North Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
413,60122050,"
Sekolah Tinggi Ilmu Ekonomi Indonesia
",21,21,5,Rawamangun,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
116,60259124,"
Sampoerna University
",382,382,160,South Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
130,60108072,"
University of Muhammadiyah Jakarta
",325,325,263,South Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
139,60108627,"
Universitas Muhammadiyah Prof. Dr. HAMKA
",303,303,262,South Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
182,60109510,"
Universitas Prasetiya Mulya
",224,195,102,South Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
210,60107865,"
STMIK Nusamandiri
",154,154,242,South Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
224,60113151,"
Kementerian Perindustrian, Indonesia
",161,131,84,South Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
284,60121315,"
SKK Migas
",79,79,105,South Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:54,root,root,0
384,60112460,"
Sekolah Tinggi Manajemen Ipmi
",31,31,20,South Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
387,60109526,"
Prasetiya Mulya Business School
",31,31,8,South Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
443,60272369,"
PT Usaha Mulia Digital Indonesia
",12,12,3,South Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
455,60111028,"
Politeknik APP Jakarta
",8,8,8,South Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
475,60259137,"
Sampoerna Academy
",5,5,0,South Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
491,60111117,"
PT Haskoning Indonesia
",3,3,4,South Jakarta,Jakarta Raya,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
115,60070444,"
Pusat Jantung Nasional Harapan Kita
",391,391,183,West Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
145,60106559,"
Universitas Kristen Krida Wacana - UKRIDA
",292,292,132,West Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
180,60196808,"
Rumah Sakit Kanker Dharmais
",200,200,116,West Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
234,60122670,"
Universitas Agung Podomoro
",116,116,42,West Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
278,60194942,"
Institut Teknologi - PLN Jakarta
",80,80,102,West Jakarta,Jakarta Raya,1,4/9/2023 11:43,4/9/2023 11:54,root,root,0
96,60108353,"
Universitas Jambi
",481,481,498,Jambi,Jambi,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
241,60268217,"
UIN Sulthan Thaha Saifuddin Jambi
",111,111,108,Jambi,Jambi,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
375,60110895,"
STIKOM Dinamika Bangsa
",34,34,14,Jambi,Jambi,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
389,60120837,"
Universitas Batanghari
",29,29,36,Jambi,Jambi,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
431,60123694,"
Universitas Muara Bungo
",15,15,9,Jambi,Jambi,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
452,60170236,"
STAI Ahsanta Jambi
",9,9,5,Jambi,Jambi,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
1,60069382,"
Institut Teknologi Bandung
",21351,21350,10149,Bandung,Jawa Barat,1,4/9/2023 11:43,4/9/2023 11:47,root,root,0
9,60069388,"
Universitas Padjadjaran
",9695,9695,6471,Bandung,Jawa Barat,1,4/9/2023 11:43,4/9/2023 11:47,root,root,0
15,60103797,"
Universitas Pendidikan Indonesia
",5765,5765,3548,Bandung,Jawa Barat,1,4/9/2023 11:43,4/9/2023 11:47,root,root,0
61,60109021,"
Universitas Katolik Parahyangan
",913,913,531,Bandung,Jawa Barat,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
63,60109372,"
Universitas Komputer Indonesia
",870,870,719,Bandung,Jawa Barat,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
66,60106643,"
Universitas Widyatama
",818,818,707,Bandung,Jawa Barat,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
74,60069422,"
Hasan Sadikin Hospital
",662,662,193,Bandung,Jawa Barat,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
76,60087584,"
Universitas Kristen Maranatha
",655,655,397,Bandung,Jawa Barat,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
84,60107659,"
Politeknik Negeri Bandung
",592,592,495,Bandung,Jawa Barat,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
99,60109714,"
Universitas Islam Bandung
",458,458,394,Bandung,Jawa Barat,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
138,60105174,"
Institut Teknologi Nasional Bandung
",305,305,257,Bandung,Jawa Barat,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
170,60089127,"
Departemen Energi dan Sumber Daya Mineral Republic of Indonesia
",227,227,128,Bandung,Jawa Barat,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
