Column1,affiliation_id,nama_pt,jml_dokumen_institusi,jml_dokumen_afiliasi_only,jml_author,asal_kota_pt,provinsi_pt,flag,date_in,date_up,user_in,user_up,is_deleted
333,60111491,"
Sekolah Tinggi Teknik Surabaya
",50,50,25,Surabaya,Jawa Timur,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
337,60109301,"
STIE Perbanas Surabaya
",48,48,35,Surabaya,Jawa Timur,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
339,60190742,"
Universitas Dinamika
",47,47,37,Surabaya,Jawa Timur,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
353,60264402,"
Universitas Wijaya Putra
",42,42,53,Surabaya,Jawa Timur,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
381,60069431,"
Bernofarm Pharmaceutical Company
",31,31,28,Surabaya,Jawa Timur,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
441,60108564,"
Universitas Pelita Harapan Surabaya
",12,12,5,Surabaya,Jawa Timur,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
472,60069424,"
East Java Leprosy Control Project
",5,5,2,Surabaya,Jawa Timur,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
492,60267267,"
Universitas Teknologi Surabaya
",3,3,2,Surabaya,Jawa Timur,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
62,60069404,"
Universitas Kristen Petra
",878,878,573,"Surabaya, East Java",Jawa Timur,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
125,60111193,"
Politeknik Negeri Bali
",354,354,290,Tuban,Jawa Timur,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
330,60116783,"
Universitas PGRI Ronggolawe Tuban
",51,51,34,Tuban,Jawa Timur,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
346,60111002,"
Institut Agama Islam Negeri Tulungagung
",44,44,22,Tulungagung,Jawa Timur,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
60,60069429,"
Universitas Tanjungpura
",914,914,637,Pontianak,Kalimantan Barat,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
290,60110259,"
Politeknik Negeri Pontianak
",75,75,62,Pontianak,Kalimantan Barat,1,4/9/2023 11:44,4/9/2023 11:54,root,root,0
350,60183189,"
Universitas Muhammadiyah Pontianak
",42,42,45,Pontianak,Kalimantan Barat,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
371,60110632,"
STKIP Singkawang
",35,35,32,Singkawang Utara,Kalimantan Barat,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
456,60109133,"
Sekolah Tinggi Manajemen Informatika dan Komputer Banjarbaru
",8,8,3,Banjarbaru,Kalimantan Selatan,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
38,60069435,"
Universitas Lambung Mangkurat
",1783,1783,1486,Banjarmasin,Kalimantan Selatan,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
229,60108868,"
Islamic University of Kalimantan
",123,123,129,Banjarmasin,Kalimantan Selatan,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
265,60120839,"
Universitas Islam Negeri Antasari Banjarmasin
",87,87,63,Banjarmasin,Kalimantan Selatan,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
281,60114107,"
Muhammadiyah University of Palangkaraya
",80,80,64,Palangka Raya,Kalimantan Tengah,1,4/9/2023 11:44,4/9/2023 11:54,root,root,0
317,60119279,"
Borneo Nature Foundation
",58,58,39,Palangka Raya,Kalimantan Tengah,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
106,60087559,"
Universitas Palangka Raya
",418,418,293,Palangkaraya,Kalimantan Tengah,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
458,60162032,"
STKIP Muhammadiyah Sampit
",8,8,17,Sampit,Kalimantan Tengah,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
149,60110845,"
Institut Teknologi Kalimantan
",282,282,306,Balikpapan,Kalimantan Timur,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
448,60109688,"
Universitas Kutai Kartanegara
",10,10,10,Kutai Kartanegara,Kalimantan Timur,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
48,60069411,"
Universitas Mulawarman
",1277,1277,894,Samarinda,Kalimantan Timur,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
215,60110262,"
Politeknik Negeri Samarinda
",143,143,127,Samarinda,Kalimantan Timur,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
393,60109134,"
Institut Agama Islam Negeri Samarinda
",28,28,27,Samarinda,Kalimantan Timur,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
169,60111566,"
Universitas Borneo Tarakan
",227,227,229,Tarakan,Kalimantan Utara,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
487,60087591,"
Yayasan Pijar Cendikiawan
",4,4,2,Bandar,Lampung,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
28,60069401,"
Universitas Lampung
",2623,2623,1876,Bandar Lampung,Lampung,1,4/9/2023 11:43,4/9/2023 11:47,root,root,0
173,60105469,"
Universitas Islam Negeri Raden Intan Lampung
",220,220,231,Bandar Lampung,Lampung,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
218,60108586,"
Politeknik Negeri Lampung
",141,141,167,Bandar Lampung,Lampung,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
220,60270038,"
Universitas Teknokrat Indonesia
",137,137,108,Bandar Lampung,Lampung,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
251,60113872,"
Universitas Malahayati
",103,103,71,Bandar Lampung,Lampung,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
277,60270040,"
Universitas Bandar Lampung
",80,80,55,Bandar Lampung,Lampung,1,4/9/2023 11:43,4/9/2023 11:54,root,root,0
296,60270055,"
Institute of Informatics and Business IIB Darmajaya
",73,73,67,Bandar Lampung,Lampung,1,4/9/2023 11:44,4/9/2023 11:54,root,root,0
280,60109728,"
Universitas Muhammadiyah Metro
",80,80,62,Kota Metro,Lampung,1,4/9/2023 11:44,4/9/2023 11:54,root,root,0
79,60112449,"
Institut Teknologi Sumatera ITERA
",643,643,465,Lampung,Lampung,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
416,60111439,"
STMIK Dharma Wacana Metro
",20,20,3,Metro,Lampung,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
64,60069443,"
Universitas Pattimura
",863,863,689,Ambon,Maluku,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
348,60110260,"
Politeknik Negeri Ambon
",43,43,23,Ambon,Maluku,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
100,60106860,"
Universitas Khairun
",458,458,371,Ternate,Maluku Utara,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
367,60170232,"
STKIP Bima
",37,37,37,Bima,Nusa Tenggara Barat,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
58,60069416,"
University of Mataram
",1048,1048,879,Lombok Strait,Nusa Tenggara Barat,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
463,60106647,"
Institut Agama Islam Negeri Mataram
",7,7,2,Mataram,Nusa Tenggara Barat,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
147,60069430,"
University of Nusa Cendana
",284,284,244,"Kupang, Timor",Nusa Tenggara Timur,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
259,60110263,"
Politeknik Negeri Kupang
",94,94,62,"Kupang, Timor",Nusa Tenggara Timur,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
315,60108733,"
Politeknik Pertanian Negeri Kupang
",59,59,43,"Kupang, Timor",Nusa Tenggara Timur,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
122,60138502,"
Universitas Cenderawasih
",371,371,264,Jayapura,Papua,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
409,60175943,"
Health Polytechnic of the Ministry of Health Jayapura
",23,23,38,Jayapura,Papua,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
94,60112726,"
Universitas Musamus Merauke
",494,494,370,Merauke,Papua,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
430,60089133,"
Mitra Masyarakat Hospital, Indonesia
",15,15,2,Timika,Papua,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
257,60110934,"
Institut Agama Islam Negeri Sorong
",95,95,14,Sorong,Papua,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
374,60159655,"
Universitas Muhammadiyah Sorong
",34,34,28,Sorong,Papua,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
246,60089134,"
Public Health and Malaria Control Department, Papua
",107,107,8,Kuala Kencana,Papua,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
178,60107660,"
Politeknik Negeri Batam
",208,208,194,Batam,Riau,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
336,60120811,"
Universitas Riau Kepulauan
",48,48,37,Batam,Riau,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
394,60110788,"
Universitas Batam
",27,27,14,Batam,Riau,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
166,60108061,"
Universitas Maritim Raja Ali Haji
",238,238,225,Tanjung Pinang,Riau,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
30,60069417,"
Universitas Riau
",2334,2334,1834,Pekanbaru,Riau,1,4/9/2023 11:43,4/9/2023 11:47,root,root,0
97,60110622,"
Universitas Islam Riau
",470,470,295,Pekanbaru,Riau,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
171,60105931,"
Universitas Islam Negeri Sultan Syarif Kasim Riau
",226,226,232,Pekanbaru,Riau,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
250,60109493,"
Politeknik Caltex Riau
",105,105,65,Pekanbaru,Riau,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
343,60107815,"
Universitas Abdurrab
",45,45,41,Pekanbaru,Riau,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
392,60110621,"
Sekolah Tinggi Teknologi Pekanbaru
",29,29,21,Pekanbaru,Riau,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
405,60105933,"
STMIK Amik Riau
",24,24,17,Pekanbaru,Riau,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
390,60112409,"
Universitas Islam Indragiri
",29,29,27,Tembilahan Hulu,Riau,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
172,60112457,"
Universitas Sulawesi Barat
",225,225,150,Majene,Sulawesi Barat,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
468,60118390,"
Institut Parahikma Indonesia
",6,6,2,Gowa,Sulawesi Selatan,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
10,60069390,"
Hasanuddin University
",9682,9682,6627,Makassar,Sulawesi Selatan,1,4/9/2023 11:43,4/9/2023 11:47,root,root,0
44,60106582,"
Universitas Negeri Makassar
",1425,1425,983,Makassar,Sulawesi Selatan,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
91,60105202,"
Universitas Muslim Indonesia
",521,521,457,Makassar,Sulawesi Selatan,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
127,60104309,"
Politeknik Negeri Ujung Pandang
",338,338,170,Makassar,Sulawesi Selatan,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
131,60106635,"
UIN Alauddin Makassar
",324,324,359,Makassar,Sulawesi Selatan,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
161,60107264,"
Universitas Muhammadiyah Makassar
",255,255,174,Makassar,Sulawesi Selatan,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
230,60113108,"
Universitas Kristen Indonesia Paulus
",123,123,116,Makassar,Sulawesi Selatan,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
248,60111835,"
Fajar University
",105,105,60,Makassar,Sulawesi Selatan,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
263,60114219,"
Poltekkes Kemenkes Makassar
",88,88,89,Makassar,Sulawesi Selatan,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
311,60111125,"
STMIK AKBA
",61,61,20,Makassar,Sulawesi Selatan,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
313,60106669,"
	Sekolah Tinggi Ilmu Farmasi Makassar
",60,60,51,Makassar,Sulawesi Selatan,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
378,60196811,"
Universitas Indonesia Timur
",32,32,19,Makassar,Sulawesi Selatan,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
422,60114044,"
STMIK Dipanegara Makassar
",19,19,4,Makassar,Sulawesi Selatan,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
442,60123788,"
Politeknik Pariwisata Makassar
",12,12,7,Makassar,Sulawesi Selatan,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
293,60111697,"
Universitas Cokroaminoto Palopo
",73,73,42,Palopo,Sulawesi Selatan,1,4/9/2023 11:44,4/9/2023 11:54,root,root,0
324,60108763,"
Institut Agama Islam Negeri Palopo
",54,54,39,Palopo,Sulawesi Selatan,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
365,60138898,"
Universitas Kristen Indonesia Toraja
",37,37,43,Tana Toraja,Sulawesi Selatan,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
373,60203668,"
	Universitas Muhammadiyah Luwuk
",34,34,33,Luwuk,Sulawesi Tengah,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
42,60103784,"
Universitas Tadulako
",1444,1444,1273,Palu,Sulawesi Tengah,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
334,60165242,"
Universitas Muhammadiyah Palu
",49,49,28,Palu,Sulawesi Tengah,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
361,60110601,"
Institut Agama Islam Negeri Palu
",38,38,27,Palu,Sulawesi Tengah,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
37,60105203,"
Universitas Halu Oleo
",1841,1841,1563,Kendari,Sulawesi Tenggara,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
410,60112581,"
STIKES Mandala Waluya Kendari
",23,23,27,Kendari,Sulawesi Tenggara,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
45,60069399,"
Sam Ratulangi University
",1338,1338,918,Manado,Sulawesi Utara,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
233,60109240,"
Manado State University
",117,117,132,Manado,Sulawesi Utara,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
359,60113936,"
Institut Agama Islam Negeri Manado
",38,38,21,Manado,Sulawesi Utara,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
363,60109713,"
Universitas Katolik De La Salle
",37,37,39,Manado,Sulawesi Utara,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
323,60114336,"
Institut Agama Islam Negeri Bukittinggi
",54,54,57,Bukittinggi,Sumatera Barat,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
18,60069403,"
Universitas Andalas
",4533,4533,3214,Padang,Sumatera Barat,1,4/9/2023 11:43,4/9/2023 11:47,root,root,0
36,60105184,"
Universitas Negeri Padang
",1906,1906,1495,Padang,Sumatera Barat,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
112,60107787,"
Universitas Bung Hatta
",396,396,234,Padang,Sumatera Barat,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
150,60107220,"
Politeknik Negeri Padang
",281,281,175,Padang,Sumatera Barat,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
164,60108354,"
Universitas Putra Indonesia
",243,243,206,Padang,Sumatera Barat,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
226,60107221,"
Institute of Technology Padang
",128,128,97,Padang,Sumatera Barat,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
291,60108358,"
STKIP PGRI Sumbar
",74,74,67,Padang,Sumatera Barat,1,4/9/2023 11:44,4/9/2023 11:54,root,root,0
395,60108483,"
Politeknik ATI Padang
",27,27,22,Padang,Sumatera Barat,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
461,60108486,"
University of Ekasakti
",7,7,3,Padang,Sumatera Barat,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
292,60107905,"
Politeknik Pertanian Negeri Payakumbuh
",73,73,79,Payakumbuh,Sumatera Barat,1,4/9/2023 11:44,4/9/2023 11:54,root,root,0
23,60069405,"
Universitas Sriwijaya
",3507,3507,2668,Indralaya,Sumatera Selatan,1,4/9/2023 11:43,4/9/2023 11:47,root,root,0
140,60110258,"
Politeknik Negeri Sriwijaya
",300,300,306,Palembang,Sumatera Selatan,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
183,60110237,"
Universitas Muhammadiyah Palembang
",194,194,129,Palembang,Sumatera Selatan,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
205,60111846,"
Universitas Bina Darma
",155,155,103,Palembang,Sumatera Selatan,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
211,60110631,"
Universitas Islam Negeri Raden Fatah Palembang
",151,151,119,Palembang,Sumatera Selatan,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
235,60275725,"
Universitas Indo Global Mandiri
",115,115,65,Palembang,Sumatera Selatan,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
434,60110720,"
Universitas Katolik Musi Charitas
",14,14,14,Palembang,Sumatera Selatan,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
485,60109871,"
STIE Multi Data Palembang
",4,4,2,Palembang,Sumatera Selatan,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
231,60109309,"
Sekolah Tinggi Ilmu Manajemen Sukma
",122,122,12,Kota Medan,Sumatera Utara,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
12,60069397,"
Universitas Sumatera Utara
",8751,8740,5901,Medan,Sumatera Utara,1,4/9/2023 11:43,4/9/2023 11:47,root,root,0
52,60110725,"
Universitas Negeri Medan
",1143,1143,896,Medan,Sumatera Utara,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
102,60196812,"
Universitas Prima Indonesia
",433,433,413,Medan,Sumatera Utara,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
128,60112659,"
Universitas Muhammadiyah Sumatera Utara
",330,330,242,Medan,Sumatera Utara,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
129,60264374,"
Universitas Medan Area
",328,328,148,Medan,Sumatera Utara,1,4/9/2023 11:43,4/9/2023 11:50,root,root,0
153,60110257,"
Politeknik Negeri Medan
",276,276,103,Medan,Sumatera Utara,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
194,60111195,"
Universitas Pembangunan Panca Budi
",174,174,205,Medan,Sumatera Utara,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
209,60110865,"
Universitas Islam Negeri Sumatera Utara
",154,154,164,Medan,Sumatera Utara,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
245,60196813,"
Universitas Methodist Indonesia
",107,107,85,Medan,Sumatera Utara,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
252,60110898,"
Institut Teknologi Medan
",102,102,55,Medan,Sumatera Utara,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
267,60069434,"
Indonesian Oil and Palm Research Institute
",86,86,40,Medan,Sumatera Utara,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
312,60107012,"
Universitas Sari Mutiara Indonesia
",60,60,33,Medan,Sumatera Utara,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
338,60110950,"
STMIK IBBI
",48,48,17,Medan,Sumatera Utara,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
341,60108732,"
Universitas Islam Sumatera Utara
",46,46,26,Medan,Sumatera Utara,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
380,60274430,"
STMIK Triguna Dharma
",32,32,27,Medan,Sumatera Utara,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
391,60189250,"
Sekolah Tinggi Ilmu Kesehatan Senior Medan
",29,29,13,Medan,Sumatera Utara,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
440,60264379,"
Universitas Quality
",13,13,5,Medan,Sumatera Utara,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
447,60069398,"
University of North Sumatra Medical School
",11,11,5,Medan,Sumatera Utara,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
451,60165244,"
Universitas Efarina
",9,9,10,Pematang Siantar,Sumatera Utara,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
352,60110908,"
Sekolah Tinggi Teknologi Nasional, Yogyakarta
",42,42,22,Caturtunggal,Yogyakarta,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
377,60106417,"
AMIKOM Yogyakarta University
",33,33,9,"Condong Catur, Yogyakarta",Yogyakarta,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
243,60114890,"
Universitas 'Aisyiyah Yogyakarta
",110,110,102,Sleman,Yogyakarta,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
310,60110497,"
STIE YKPN School of Business
",62,62,25,Sleman,Yogyakarta,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
388,60159664,"
Poltekkes Kemenkes Yogyakarta
",30,30,36,Sleman,Yogyakarta,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
2,60069380,"
Universitas Gadjah Mada
",20535,20535,11973,Yogyakarta,Yogyakarta,1,4/9/2023 11:43,4/9/2023 11:47,root,root,0
21,60087601,"
Universitas Negeri Yogyakarta
",3652,3652,2673,Yogyakarta,Yogyakarta,1,4/9/2023 11:43,4/9/2023 11:47,root,root,0
26,60103698,"
Universitas Islam Indonesia
",2801,2785,1932,Yogyakarta,Yogyakarta,1,4/9/2023 11:43,4/9/2023 11:47,root,root,0
34,60104457,"
Universitas Muhammadiyah Yogyakarta
",2010,2010,1305,Yogyakarta,Yogyakarta,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
35,60103807,"
Universitas Ahmad Dahlan
",2009,2009,1033,Yogyakarta,Yogyakarta,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
68,60104977,"
Universitas Atma Jaya Yogyakarta
",751,751,463,Yogyakarta,Yogyakarta,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
71,60104447,"
Universitas Sanata Dharma
",689,689,392,Yogyakarta,Yogyakarta,1,4/9/2023 11:43,4/9/2023 11:48,root,root,0
88,60108120,"
Universitas Islam Negeri Sunan Kalijaga, Yogyakarta
",546,546,347,Yogyakarta,Yogyakarta,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
92,60106036,"
Universitas Pembangunan Nasional Veteran Yogyakarta
",511,511,422,Yogyakarta,Yogyakarta,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
98,60135980,"
Universitas Amikom Yogyakarta
",467,467,337,Yogyakarta,Yogyakarta,1,4/9/2023 11:43,4/9/2023 11:49,root,root,0
165,60110860,"
Universitas Sarjanawiyata Tamansiswa
",243,243,170,Yogyakarta,Yogyakarta,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
185,60110713,"
Universitas PGRI Yogyakarta
",193,193,153,Yogyakarta,Yogyakarta,1,4/9/2023 11:43,4/9/2023 11:51,root,root,0
198,60105156,"
Universitas Teknologi Yogyakarta
",164,164,67,Yogyakarta,Yogyakarta,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
204,60105059,"
Janabadra University
",158,158,110,Yogyakarta,Yogyakarta,1,4/9/2023 11:43,4/9/2023 11:52,root,root,0
247,60189105,"
Universitas Alma Ata
",105,105,84,Yogyakarta,Yogyakarta,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
254,60112783,"
Universitas Mercu Buana Yogyakarta
",101,101,84,Yogyakarta,Yogyakarta,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
256,60109705,"
Universitas Respati Yogyakarta
",95,95,78,Yogyakarta,Yogyakarta,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
299,60105101,"
AMCS Research Center
",70,70,2,Yogyakarta,Yogyakarta,1,4/9/2023 11:44,4/9/2023 11:54,root,root,0
329,60106666,"
Sekolah Tinggi Teknologi Adisutjipto
",51,51,26,Yogyakarta,Yogyakarta,1,4/9/2023 11:44,4/9/2023 11:55,root,root,0
372,60087566,"
Yogyakarta Animal Disease Investigation Centre
",35,35,20,Yogyakarta,Yogyakarta,1,4/9/2023 11:44,4/9/2023 11:56,root,root,0
425,60110811,"
Sekolah Tinggi Pariwisata Ambarrukmo
",18,18,14,Yogyakarta,Yogyakarta,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
428,60069444,"
Rockefeller Foundation in Indonesia
",16,16,2,Yogyakarta,Yogyakarta,1,4/9/2023 11:44,4/9/2023 11:57,root,root,0
460,60204034,"
Universitas Widya Mataram
",8,8,9,Yogyakarta,Yogyakarta,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
471,60171657,"
Sekolah Tinggi Maritim Yogyakarta
",6,6,14,Yogyakarta,Yogyakarta,1,4/9/2023 11:44,4/9/2023 11:58,root,root,0
494,60171656,"
Sekolah Tinggi Multi Media MMTC Yogyakarta
",3,3,2,Yogyakarta,Yogyakarta,1,4/9/2023 11:44,4/9/2023 11:59,root,root,0
258,60206558,"
STIKOM Tunas Bangsa
",95,95,51,Pematangsiantar,Yogyakarta,1,4/9/2023 11:43,4/9/2023 11:53,root,root,0
